Series_reference,Salary,STATUS,Subject,Group,Industry
BDCQ.SEE1066A,2687,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2803,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2785,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2728,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2687,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2767,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2801,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2746,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2687,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2819,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2845,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2815,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2799,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2939,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2894,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2900,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2868,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2994,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2982,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2912,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2944,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,3118,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,3049,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2948,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1066A,2935,F,Business Data Collection - BDC,Territorial authority by employment variable,Waimate District
BDCQ.SEE1067A,330,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,333,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,337,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,328,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,339,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,340,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,337,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,322,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,326,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,309,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,299,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,279,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,264,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,264,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,267,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,239,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,233,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,229,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,224,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,215,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,209,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,215,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,213,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,197,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,190,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,190,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,186,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,179,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,168,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,167,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,172,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,163,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,156,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,119,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,114,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,116,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,106,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1067A,110,F,Business Data Collection - BDC,Territorial authority by employment variable,Chatham Islands Territory
BDCQ.SEE1068A,8529,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,8327,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,8799,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,8712,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,8548,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,8358,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,8989,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,8898,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,8694,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,8565,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9097,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9063,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,8872,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,8868,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9349,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9260,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9030,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,8783,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9347,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9324,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9188,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,8814,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9418,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9400,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9347,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9237,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9690,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9636,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9641,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9467,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9935,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9851,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9623,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9607,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,10099,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,10047,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9846,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1068A,9758,F,Business Data Collection - BDC,Territorial authority by employment variable,Waitaki District
BDCQ.SEE1069A,8123,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,7770,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,8134,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,8547,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,8202,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,7839,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,8221,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,8617,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,8370,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,8120,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,8631,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,9088,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,8730,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,8490,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,8968,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,9454,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,9129,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,8823,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,9308,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,9846,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,9500,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,9270,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,9684,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,10221,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,10022,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,9729,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,10342,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,10928,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,10648,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,10264,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,11048,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,11550,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,11112,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,10827,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,11653,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,12001,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,11752,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1069A,11366,F,Business Data Collection - BDC,Territorial authority by employment variable,Central Otago District
BDCQ.SEE1070A,12459,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,13542,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,13162,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,13219,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,12905,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,13642,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,13414,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,13689,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,13519,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,14339,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,14053,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,14407,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,14206,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,15247,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,15266,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,15472,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,15392,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,16527,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,16260,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,16720,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,16905,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,18155,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,18048,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,18448,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,18541,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,19716,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,19613,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,20903,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,20382,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,21056,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,20974,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,21351,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,21271,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,21676,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,22113,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,22190,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,21227,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1070A,20521,F,Business Data Collection - BDC,Territorial authority by employment variable,Queenstown-Lakes District
BDCQ.SEE1071A,51094,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,50813,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,51290,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,50201,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,51552,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,51004,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,51436,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,50617,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,51931,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,51237,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,51712,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,50979,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,52081,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,51501,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,51945,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,51244,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,52048,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,51424,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,52115,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,51395,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,52670,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,52243,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,53003,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,52478,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,53797,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,53552,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,54354,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,55220,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,55296,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,54603,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,55254,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,55325,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,56125,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,55073,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,56188,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,55950,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,55314,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1071A,54620,F,Business Data Collection - BDC,Territorial authority by employment variable,Dunedin City
BDCQ.SEE1072A,7282,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,6900,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7183,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7565,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7303,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,6773,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7095,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7595,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7266,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,6828,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7135,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7578,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7292,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,6951,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7188,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7647,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7334,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,6850,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,6975,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7569,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7332,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,6965,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7392,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7730,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7473,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7046,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7515,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,8019,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7691,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7260,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7535,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7907,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7651,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7162,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7756,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,8032,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7712,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1072A,7293,F,Business Data Collection - BDC,Territorial authority by employment variable,Clutha District
BDCQ.SEE1073A,10845,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,10397,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,11285,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,11582,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,11128,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,10732,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,11639,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,11839,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,11335,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,10974,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,12061,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,12268,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,11854,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,11574,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,12534,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,12775,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,12197,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,11902,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,12834,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,13022,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,12465,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,12021,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,12971,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,13182,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,12827,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,12502,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,13591,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
BDCQ.SEE1073A,13760,F,Business Data Collection - BDC,Territorial authority by employment variable,Southland District
